location_name,city,website,phone,postal_code,address,province,monday,tuesday,wednesday,thursday,friday,latitude,longitude,Accessible Entrances,Accessible Washrooms,Accessible Parking,Individual Service,Wait Accommodations
Wasaga Beach Regional Assessment Centre,Wasaga Beach,http://www.gbfht.ca/cac,705-444-5885,L9Z 1Z8,1724 Mosley Street,ON,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,44.479661,-80.068726,Yes,Yes,No,No,Yes
Grey Bruce Health Services - Southampton,Southampton,https://gbhssouthampton.simplybook.me/v2/,519-378-1466,N0H 2L0,340 High Street,ON,,16:00-20:00,,16:00-20:00,,44.49378,-81.365455,Yes,No,No,Yes,Yes
Oxford County Paramedic Services Mobile COVID-19 Testing,Woodstock,,855-905-6148,N4S 7V6,377 Mill Street,ON,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,43.114599,-80.760845,Yes,Yes,No,No,No
Alexandra Hospital Ingersoll Assessment Centre,Ingersoll,https://www.tillsonburghospital.on.ca/about-tdmh/covid-19/,855-905-6148,N5C 1B8,29 Noxon Street,ON,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,43.032069,-80.875459,Yes,Yes,Yes,Yes,Yes
Grey Bruce Health Services Lion's Head,Lion's Head,https://gbhslionshead.simplybook.me/v2/,519-378-1466,N0H 1W0,22 Moore Street,ON,,,08:30-11:00,,,44.986125,-81.249163,Yes,Yes,Yes,Yes,Yes
Central Pickering AC,Pickering,http://www.lakeridgehealth.on.ca,,L1V 1B5,1101 Kingston Road,ON,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,43.828368,-79.09729,No,No,Yes,Yes,No
Fairview Medical Pharmacy,Mississauga,,905-272-0000,L5A 4E7,"3355 Hurontario Street, Unit 12",ON,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-14:00,43.5876019,-79.625953,Yes,Yes,No,Yes,Yes
3427 Derry Road East - LifeLabs,Mississauga,https://www.lifelabs.com,877-313-4982,L4T 1A8,3427 Derry Road East,ON,17:00-20:00,17:00-20:00,,17:00-20:00,,43.713544,-79.632409,Yes,No,Yes,Yes,Yes
BramCity Pharmasave,Brampton,https://www.pharmasavebramcity.com,,L6T 4W2,14 Lisa Street,ON,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,43.7130959,-79.727573,Yes,No,Yes,Yes,Yes
Midha Pharmacy Inc,Brampton,https://www.Pharmachoice.com,905-840-0057,L7A 4S2,"15 Fandor Way, Unit 1A",ON,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,43.6900671,-79.815011,Yes,No,Yes,No,Yes
600 Matheson Blvd West - Dynacare,Mississauga,https://www.dynacare.ca/covidtestingontario.aspx,,L5R 4C1,600 Matheson Boulevard West,ON,17:00-20:30,17:00-20:30,17:00-20:30,17:00-20:30,17:00-20:30,43.612276,-79.686534,Yes,Yes,No,No,Yes
10 Cottrelle Blvd - Dynacare,Brampton,https://www.dynacare.ca/covidtestingontario.aspx,,L6S 0E2,10 Cottrelle Boulevard,ON,18:00-20:30,18:00-20:30,18:00-20:30,18:00-20:30,18:00-20:30,43.759427,-79.71649,No,No,No,Yes,No
7700 Hurontario - Dynacare,Brampton,https://www.dynacare.ca/covidtestingontario.aspx,,L6Y 4M3,7700 Hurontario Street,ON,17:00-20:30,17:00-20:30,17:00-20:30,17:00-20:30,17:00-20:30,43.658288,-79.725166,No,Yes,No,Yes,No
9525 Mississauga Road - Dynacare,Brampton,https://www.dynacare.ca/covidtestingontario.aspx,,L6X 0Z8,9525 Mississauga Road,ON,17:00-20:30,17:00-20:30,17:00-20:30,17:00-20:30,17:00-20:30,43.65853,-79.81677,Yes,No,No,Yes,Yes
"COVID-19 Assessment Centre for Children with Medical Complexity (CMC) and Children with Developmental Disorders (CDD), Holland Bloorview Kids Rehab Hospital",Toronto,,416-419-4623,M4G 1R8,150 Kilgour Road,ON,17:00-19:00,17:00-19:00,17:00-19:00,17:00-19:00,,43.7183025333452,-79.3742902952117,No,Yes,Yes,Yes,Yes
"COVID-19 Assessment Centre for Children with Medical Complexity (CMC) and Children with Developmental Disorders (CDD), SickKids",Toronto,,416-419-4623,M5G 1X8,555 University Avenue,ON,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,43.6570979999181,-79.3877371124093,Yes,Yes,Yes,No,No
North Durham COVID Assessment Clinic - Sunderland Site,Sunderland,,,L0C 1H0,120 River Street,ON,09:00-13:00,,,,,44.2625563042735,-79.068253201932,Yes,No,No,Yes,Yes
"Barrie and Community Family Medicine Clinic COVID-19, Cold and Flu",Barrie,https://v2.waitwhile.com/welcome/princewilliam,,L4N 0G5,"829 Big Bay Point Road, Unit D13",ON,08:30-08:45&16:30-21:00,08:30-08:45&16:30-21:00,08:30-08:45&16:30-21:00,08:30-08:45&16:30-21:00,08:30-08:45&16:30-21:00,44.363276,-79.615607,No,Yes,No,No,No
Four Corners CHC - Community Testing Site,Malton,https://www.fourcornershealthcentre.ca/,416-312-0566,L4T 2T9,7205 Goreway Drive,ON,12:00-16:00,12:00-16:00,08:00-12:00,12:00-16:00,08:00-12:00,43.7182898947892,-79.6374112430553,Yes,No,Yes,No,Yes
Rexdale Hub COVID-19 Community Testing Site,Toronto,https://www.rexdalechc.com/about/news/~30-Free-COVID-19-Testing,416-748-4650,M9V 3S6,21 Panorama Court,ON,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,43.7463453339638,-79.5813184975141,No,Yes,Yes,No,No
"Queen Square COVID-19, Cold and Flu Clinic",Brampton,https://queensquarefht.ca/covid-19/test,905-453-1453 ext. 400,L7A 1K5,11692 Hurontario Street,ON,,08:00-14:00,10:00-16:00,11:30-17:30,10:00-16:00,43.7309355533803,-79.8226900063823,Yes,No,No,Yes,No
Dufferin-Caledon COVID-19 Cold and Flu Clinic,Orangeville,https://www.wdgpublichealth.ca/your-health/covid-19-information-public/testing-and-assessment-centres-wdg/dufferin-caledon-covid-19,888-530-1319,L9W 7N7,"1 Elizabeth Street, Suite 100",ON,17:00-20:00,17:00-20:00,17:00-20:00,17:00-20:00,,43.921270281541,-80.0993171243014,Yes,Yes,No,No,No
Mississauga Health Cough and Flu Clinic,Mississauga,,905-361-1448,L5K 2N6,"2695 North Sheridan Way, Suite 120",ON,09:00-16:00,09:00-16:00,09:00-16:00,09:00-16:00,09:00-16:00,43.5128461378866,-79.6637734223449,Yes,Yes,No,No,No
Lawn Bowling Club Community Testing Site,Brampton,https://www.drivercheck.ca/ontariohealth,905-302-6643,L6Y 4Z5,8910 McLaughlin Road South,ON,12:30-16:30,,12:30-17:30,,12:30-16:30,43.6673720714402,-79.7587950813391,No,No,Yes,Yes,No
West Elgin Community Health Centre COVID Assessment Centre,West Lorne,https://wechc.on.ca/,519-857-2683,N0L 2P0,153 Main Street,ON,08:30-16:30,,08:30-16:30,,08:30-16:30,42.6048199697373,-81.6056580309844,No,No,No,No,Yes
1210 Castlemore Ave - Dynacare,Markham,https://www.dynacare.ca/covidtestingontario.aspx,,L6E 0H7,1210 Castlemore Avenue,ON,17:00-20:30,17:00-20:30,17:00-20:30,17:00-20:30,17:00-20:30,43.90425720185,-79.269031382178,No,Yes,Yes,Yes,Yes
Town Square Pharmacy,New Hamburg,,519-662-9995,N3A 1R1,"100 Mill Street, Unit D",ON,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,43.3797568,-80.7111327,Yes,No,Yes,No,No
SOAHAC Chippewa Assessment Centre,Muncey,,877-289-0381,N0L1Y0,77 Switzer Drive,ON,08:30-16:00,08:30-16:00,08:30-16:00,08:30-16:00,08:30-16:00,42.809040937915,-81.5364567843621,Yes,No,No,No,Yes
MyHealth Community Testing Site,Brampton,https://www.covid-response.ca/,416-238-4635,L6R 1Z1,"2260 Bovaird Drive East, Suite 105B",ON,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,43.7515485645952,-79.7385411553037,Yes,No,No,No,No
Ebenezer Covid Test Centre (formerly known as Embassy Grand Test Centre),Brampton,http://peelcovid19.ca/,905-366-7374,L6P 2S1,4494 Ebenezer Road,ON,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,43.772222650581,-79.6638514442322,Yes,Yes,No,No,No
Carefirst One-Stop Multi-Services Centre,Scarborough,https://www.carefirstontario.ca,416-646-5108,M1V 0G2,300 Silver Star Boulevard,ON,09:30-14:30,,,,09:30-14:30,43.8125879630505,-79.2948923159481,Yes,No,Yes,Yes,Yes
Black Creek Community Health Centre - Sheridan Mall,Toronto,,416-249-8000/416 830 3229,M3N 3A1,"2202 Jane Street, Unit 5",ON,,,,,,43.7590204732731,-79.5188099294549,Yes,No,Yes,No,Yes
MyHealth Centre Covid Response,London,https://www.covid-response.ca/,,N6H 2C2,"279 Wharncliffe Road North, Suite 024",ON,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,43.0031858214595,-81.1800057375535,Yes,No,No,Yes,Yes
Kettle & Stony Point First Nation Health Centre,Kettle & Stony Point FN,,519-786-5647,N0N 1J1,A-6275 Indian Lane,ON,08:30-16:30,08:30-16:30,08:30-16:30,08:30-16:30,08:30-16:30,43.1785001791393,-81.9965557608618,No,No,Yes,Yes,No
Aamjiwnaang Health Centre,Sarnia,,519-332-6770 ext. 305,N7T 8E5,1300 Tashmoo Avenue,ON,08:30-16:30,08:30-16:30,08:30-16:30,08:30-16:30,08:30-16:30,42.9126916399737,-82.4163255462259,No,No,Yes,No,Yes
Carefirst Markham Chinese Presbyterian Church - Community Testing Site,Markham,https://carefirstontario.ca,416-646-5108,L3S 1E9,2250 Denison Street,ON,,09:30-14:30,09:30-14:30,,,43.8398929132179,-79.2834412588916,No,No,No,No,Yes
Carefirst YMCA - Community Testing Site,Markham,https://carefirstontario.ca,416-646-5108,L6G 0A1,101 YMCA Boulevard,ON,,,,,,43.8524898001775,-79.3108174019748,No,No,No,No,Yes
Islamic Society of Markham- Community Testing Site,Markham,https://carefirstontario.ca,416-646-5108,L3S 4J8,2900 Denison Street,ON,,,,09:30-14:30,,43.8418386408934,-79.2645814731392,No,Yes,Yes,No,Yes
Etobicoke UCC COVID -19 Testing Site,Etobicoke,https://urgentcarecentre.ca,416-741-2273,M9W 6N5,"25 Woodbine Downs Boulevard, Unit 10",ON,,12:00-21:00,12:00-21:00,12:00-21:00,,43.7353620717506,-79.6056588270757,No,No,Yes,Yes,No
Vaughan CHC Community Testing Site,Vaughan,https://vchc.simplybook.me,905-226-7332,L6A 4H7,"9401 Jane Street, Suite 106, Unit 9",ON,12:30-17:30,,,,12:30-17:30,43.8357251596223,-79.5318577424162,Yes,Yes,No,No,No
Frederick Mall Pharmacy,Kitchener,frederickmallpharmacy.com,519-745-4700,N2H 2P2,"385 Frederick Street, Unit 15",ON,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,43.4572414,-80.4733515,No,No,No,No,No
Your Independent Grocer,Port Elgin,Loblaws.ca/covid19,519-389-6805,N0H 2C0,1244 Highway 21,ON,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,44.423407,-81.399084,No,No,Yes,No,Yes
West End Pharmacy,Stratford,www.westendpharmacy.org,519-273-7200,N5A 5T7,426 Huron Street,ON,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,43.378685,-80.998416,Yes,Yes,No,Yes,Yes
Zehrs Markets,Barrie,http://www.drugstorepharmacy.ca/mydsp/main.asp,,L4M 0J7,607 Cundles Road East,ON,08:00-19:00,08:00-19:00,08:00-19:00,08:00-19:00,08:00-19:00,44.414281,-79.676499,Yes,Yes,Yes,No,No
Sobeys Pharmacy,London,www.pharmacyappointments.ca,,N6H 0H9,661 Wonderland Road North,ON,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,42.9854009,-81.2910108,No,Yes,Yes,Yes,No
Mactavish Pharmacy,Dresden,https://www.bookmyshot.com/covidshot/519-683-4491,519-683-4491,N0P 1M0,480 St. George Street,ON,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,42.5901699,-82.1800184,No,Yes,Yes,Yes,No
Costco Pharmacy,Sudbury,https://www.costcopharmacy.ca/,,P3B 0A5,1465 Kingsway,ON,09:00-20:30,09:00-20:30,09:00-20:30,09:00-20:30,09:00-20:30,46.503365,-80.946268,No,Yes,No,No,Yes
Pringle Creek Pharmasave,Whitby,https://Pharmasave.com/Whitby-Pringle-Creek/covid-19-vaccine/,,L1N 3V6,728 Anderson Street,ON,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-19:00,43.893942,-78.928077,No,Yes,No,No,No
Health-Rite Pharmacy,Ajax,www.healthritepharmacy.ca,905-428-1711,L1S 7K7,75 Bayly Street West,ON,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,43.842398,-79.021185,Yes,Yes,No,Yes,No
Real Canadian Superstore,London,https://www.realcanadiansuperstore.ca/covid19,,N6H 1V9,1201 Oxford Street West,ON,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,42.976762,-81.322206,Yes,Yes,Yes,No,Yes
Port Perry Remedy's Rx,Port Perry,https://pharmaconnect.ca/appointment/4c58c93a-e163-40f7-858d-8f6a0c04b3a2,905-985-3308,L9L 1H9,1893 Scugog Street,ON,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,44.102727,-78.937315,Yes,Yes,No,No,Yes
Pharmasave Uxbridge Med Pharm,Uxbridge,www.pharmasaveuxbridge.com,905-862-2800,L9P 1V9,29 Toronto Street South Suite 1B,ON,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-18:00,44.1077924,-79.1237207,Yes,Yes,No,Yes,No
Rexall Pharma Plus,Brighton,https://www.rexall.ca/covid-19/vaccines,,K0K 1H0,1 Main Street,ON,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,44.041929,-77.73725,Yes,No,Yes,No,No
Pharmacy Associates Of Port Perry,Port Perry,https://pharmacyassociates.medmeapp.ca/schedule/,,L9L 1H9,"11 Water Street, Unit B",ON,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,44.1016525,-78.9389671,Yes,Yes,No,No,Yes
Lovell Drugs,Oshawa,www.lovelldrugs.com/location,,L1J 3H2,500 Rossland Road West,ON,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,43.911547,-78.890314,No,Yes,Yes,Yes,No
Wal-Mart Pharmacy,Kenora,www.walmart.ca/en/covid19-vaccinations-centre-info,807-468-8307,P9N 4J1,24 Mikana Way Unit 1,ON,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,49.75776,-94.4737369,Yes,Yes,No,No,Yes
Lovell Drugs Whitby,Oshawa,https://pharmaconnect.ca/appointment/dd255e03-d65c-4f65-a210-a3ad3869816f,905-432-8460,L1H 8P4,600 Grandview Street South,ON,09:00-20:30,09:00-20:30,09:00-20:30,09:00-20:30,09:00-20:30,43.890769,-78.815099,Yes,Yes,No,Yes,No
Superseven Pharmacy,Pickering,WWW.SUPERSEVEN.CA,905-427-7577,L1X 2R2,"2200 Brock Road, Unit 15",ON,09:00-23:00,09:00-23:00,09:00-23:00,09:00-23:00,09:00-23:00,43.8575678,-79.0802379,Yes,Yes,Yes,No,No
Pharmacie Jean Coutu,Vanier,https://www.jeancoutu.com/en/store-locator/vanier-262-montreal-street-k1l-6c3/199/,,K1L 6C3,262 Montreal Road,ON,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,45.436305,-75.660193,Yes,No,Yes,No,No
Seaway Valley Pharmacy,Morrisburg,https://www.bookmyshot.com/6135432823,613-543-2823,K0C 1X0,45 Main Street,ON,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,44.900967,-75.18271,Yes,Yes,No,No,Yes
Embrun Remedy's Rx,Embrun,https://pharmaconnect.ca/appointment/11f94c85-09af-41a9-879e-d838c19ccfe5,,K0A 1W0,753 Notre Dame Street,ON,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,45.2689368,-75.3040173,Yes,No,Yes,Yes,Yes
Thornbury Pharmacy,Thornbury,thornburypharmasave.medmeapp.ca/schedule,,N0H 2P0,45 Arthur Street West,ON,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,44.563073,-80.455989,No,No,Yes,Yes,No
Markdale Pharmacy,Markdale,https://markdalepharmacy.medmeapp.ca/schedule/,519-986-9991,N0C 1H0,29 Toronto Street North,ON,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,44.319412,-80.64871,Yes,Yes,No,No,No
Kristen's Pharmacy,Southampton,https://kristenspharmacy.medmeapp.ca/schedule,,N0H 2L0,"197 Albert Street South, Unit 3",ON,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,44.489775,-81.376556,No,No,No,Yes,Yes
Hausers Pharmacy,Dunnville,www.hauserspharmacy.com,905-774-7331,N1A 1E9,140 Broad Street East,ON,08:00-19:00,08:00-19:00,08:00-17:30,08:00-19:00,08:00-19:00,42.903468,-79.617195,Yes,Yes,No,Yes,Yes
Port Hope Pharmasave,Port Hope,https://pharmasave9745.medmeapp.ca/schedule,,L1A 2T8,60 Ontario Street,ON,08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00,43.953895,-78.294234,Yes,Yes,No,No,Yes
Rx Drug Mart,Sioux Lookout,https://www.pharmaconnect.ca/appointment/9482a276-5d42-450b-b647-899cbf2adee5,807-737-3434,P8T 1C5,14 Fourth Avenue,ON,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,50.0983497,-91.9160139,Yes,Yes,No,Yes,No
Mount Royal Pharmacy Ltd,Burlington,https://mountroyalpharmacy.medmeapp.ca/schedule,905-332-8893,L7P 1H4,2047 Mount Forest Drive,ON,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,43.3478113,-79.8276298,No,Yes,No,Yes,Yes
Young's Pharmacy And Homecare,Georgetown,https://youngspharmacyandhomecare.medmeapp.ca/schedule,,L7G 3G2,47 Main Street South,ON,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,43.6501796,-79.926728,Yes,Yes,No,No,Yes
Metro Pharmacy,Kanata,https://metro.ca/covid19,,K2M 0N2,10 Cope Drive,ON,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,45.2811516,-75.8659219,Yes,No,No,No,No
Supercare Pharmacy,Stoney Creek,https://supercarepharmasave.medmeapp.ca/schedule,905-664-1922,L8G 1G2,410 Highway 8,ON,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,43.217971,-79.723153,Yes,No,Yes,Yes,Yes
Waterdown Pharmacy,Waterdown,www.waterdownpharmacy.com,905-689-0999,L8B 0Y7,"145 Hamilton Street North, Unit 4",ON,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,43.3368391,-79.9042927,No,Yes,Yes,No,No
Westmount Medical Pharmacy,Hamilton,www.westmountmedicalpharmacy.ca,905 575 9090,L9B 2N9,"723 Rymal Road West, Unit 200",ON,09:00-19:00,09:00-19:00,09:00-18:00,09:00-19:00,09:00-18:00,43.209905,-79.926337,Yes,No,Yes,No,No
Binbrook Pharmacy,Binbrook,https://binbrook-pharmacy.business.site/?utm_source=gmb&utm_medium=referral,905-692-9394,L0R 1C0,3011 Highway 56,ON,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,43.1204231,-79.8067143,No,No,No,No,Yes
Campbellville Pharmacy,Campbellville,www.campbellvillepharmacy.com,905-854-0313,L0P 1B0,35 Crawford Crescent,ON,09:30-17:30,09:30-17:30,09:30-17:30,09:30-17:30,09:30-17:30,43.4877219,-79.9850594,Yes,Yes,No,No,Yes
Pharma Plus,Barrie,https://www.rexall.ca/covid-19/vaccines,,L4N 1L3,121 Wellington Street West,ON,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,44.388867,-79.703155,Yes,No,No,No,No
Kelly's Drug Store,Belleville,www.kellysdrugstore.com,,K8N 1P7,411 Bridge Street East,ON,08:30-18:00,08:30-18:00,08:30-18:00,08:30-18:00,08:30-18:00,44.1692,-77.358384,Yes,Yes,Yes,Yes,No
Pharmasave Michael's Pharmacy,Clinton,pharmasave.com/Clinton,,N0M 1L0,46 King Street,ON,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,43.61581,-81.539851,No,No,No,Yes,No
Forest Pharmacy,Forest,www.forestpharmasave.com,519-786-5161,N0N 1J0,19 King Street West,ON,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,43.097001,-82.001207,No,No,No,Yes,No
Bright's Grove Family Pharmacy,Brights Grove,www.vaccinationcentre.ca/BrightsGrove,,N0N 1C0,2670 New Lakeshore Road,ON,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,43.027891,-82.255102,Yes,Yes,Yes,Yes,No
Boggio Pharmacy Ltd,Port Colborne,https://boggiopharmacy.medmeapp.ca,,L3K 4K8,200 Catharine Street,ON,08:30-20:00,08:30-20:00,08:30-18:00,08:30-20:00,08:30-20:00,42.885421,-79.25292,No,No,Yes,Yes,Yes
Simpson's Pharmacy,Virgil,https://simpsonspharmacy.medmeapp.com/schedule/,,L0S 1T0,1882 Niagara Stone Road,ON,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,43.2358232,-79.1075524,No,No,No,No,No
Boggio & Edwards Ridgeway IDA,Ridgeway,https://boggioedwards.medmeapp.ca/schedule,905-894-2200,L0S 1N0,307 Ridge Road North,ON,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,42.883146,-79.052279,Yes,No,No,No,No
Boggio & Mackinnon Pharmacy,Niagara Falls,https://boggiomackinnonpharmacy.medmeapp.ca/schedule,,L2G 4P1,6680 Drummond Road,ON,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,43.078249,-79.097075,No,No,Yes,Yes,No
Simpson's Apothecary,Niagara On The Lake,https://simpsonsapothecary.medmeapp.com/schedule/,,L0S 1J0,"233 King Street, Unit 2",ON,09:30-18:00,09:30-18:00,09:30-18:00,09:30-18:00,09:30-18:00,43.254006,-79.071911,No,No,No,No,Yes
Crescent Park Pharmacy,Fort Erie,https://pharmasave.com/fort-erie/,,L2A 1P1,"1264 Garrison Road, Unit 5",ON,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,42.905273,-78.961967,Yes,Yes,No,No,No
No Frills,Owen Sound,www.nofrills.ca/covid19,,N4K 5S1,1020 10th St. West,ON,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,44.562807,-80.96868,Yes,Yes,No,No,No
Northern Shores Pharmacy,North Bay,https://www.pharmachoice.com/locations/northern-shores/,705-474-9999,P1B 5H2,10 Maplewood Avenue,ON,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,46.328406,-79.464894,No,Yes,No,Yes,No
Pharmasave Fort Frances,Fort Frances,,807-274-5383,P9A 1G6,140 Scott Street,ON,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,48.6102783,-93.4011574,No,No,Yes,Yes,No
Kanata Pharmasave,Kanata,https://kanatapharmasave.medmeapp.ca/schedule,,K2L 3C8,"99 Kakulu Road, Unit 101",ON,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,45.304252,-75.894611,No,Yes,No,No,No
Paul's Pharmasave,Manotick,https://paulspharmasave.medmeapp.ca/schedule,,K4M 1B9,990 River Road,ON,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,45.233896,-75.677275,No,No,Yes,Yes,Yes
Loblaw,Collingwood,www.loblaws.ca/covid19,705-445-0461,L9Y 3Z4,12 Hurontario St.,ON,08:00-19:00,08:00-19:00,08:00-19:00,08:00-19:00,08:00-19:00,44.502387,-80.218141,Yes,Yes,No,No,Yes
Centrepointe Gabriel Drugs,Nepean,www.gabrielpharmacy.com,,K2G 5X3,117 Centrepointe Drive,ON,08:30-19:00,08:30-19:00,08:30-19:00,08:30-19:00,08:30-19:00,45.342897,-75.762552,No,No,No,Yes,No
Crown Pointe Pharmacy,Orleans,https://pharmaconnect.ca/appointment/699ba399-06b2-45cc-ab93-c2478bc7841f,613-590-0230,K4A 0B4,"900 Watters Road, Unit 13",ON,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,45.482222,-75.47316,Yes,Yes,Yes,No,Yes
Pharmasave Cyril Pharmacy,Ottawa,https://pharmasave.com/ottawa-cyril/,,K1H 6N1,1795 Kilborn Avenue,ON,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,45.3880924,-75.6450722,No,No,Yes,Yes,Yes
Good Health Pharmasave,Gloucester,www.goodhealthpharmasave.com,,K1V 0Z6,"4188 Spratt Road, Unit 2",ON,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,45.2831139,-75.6863032,No,Yes,No,No,No
Osgoode Pharmacy,Osgoode,www.osgoodepharmacy.com,613-826-0667,K0A 2W0,3192 Logan Farm Drive,ON,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,45.14947,-75.602977,No,Yes,No,No,No
Innes Ideal Pharmacy,Orleans,www.innesidealpharmacy.ca,613-424-8444,K4A 1A7,"4473 Innes Road, Unit 101",ON,08:00-18:00,08:00-18:00,08:00-18:00,08:00-18:00,08:00-18:00,45.461728,-75.486032,Yes,No,Yes,No,No
Stittsville Whole Health Pharmacy,Ottawa,www.stittsvillewhp.com,,K2S 1B8,"1609 Stittsville Main Street, Unit C",ON,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,45.2554602,-75.9162265,Yes,No,No,No,No
Apothe Sos Pharmacy,Ottawa,www.apothesospharmacy.ca,613-680-8858,K2C 0R2,"314 Central Park Drive, Unit 8",ON,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,45.368296,-75.733398,Yes,No,No,No,No
Gore Pharmacy IDA,Brampton,https://gorepharmacy.medmeapp.ca/schedule,905-794-5003,L6P 2K7,"4515 Ebenezer Road, Suite 110",ON,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,43.7722580012184,-79.6610864906876,Yes,No,Yes,No,No
Heritage Hills Pharmacy,Mississauga,https://www.guardian-ida-pharmacies.ca/en/ontario/mississauga/heritage-hills-pharmacy-7013788?utm_source=Google&utm_medium=maps&utm_campaign=Local_Presence,905-890-1556,L5R 1Y4,"4646 Heritage Hills Boulevard, Unit 9-10",ON,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,43.5985631,-79.6606921,No,No,Yes,No,No
Fortinos,Burlington,https://www.fortinos.ca,905-634-2739,L7T 4K1,1059 Plains Road East,ON,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,43.326815,-79.831108,No,No,No,No,No
