location_name,city,website,phone,postal_code,address,province,monday,tuesday,wednesday,thursday,friday,latitude,longitude,Accessible Entrances,Accessible Washrooms,Accessible Parking,Individual Service,Wait Accommodations
Walmart Pharmacy,Oshawa,https://www.walmart.ca/en/covid19-vaccinations-centre-info,,L1H 8J4,1300 King Street East,ON,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,43.907119,-78.816634,Yes,No,No,Yes,Yes
Wellness Healthcare Pharmacy,Mississauga,,905-270-2870,L5C 4E6,"1170 Burnhamthorpe Road West, Unit 8",ON,09:30-19:00,09:30-19:00,09:30-19:00,09:30-19:00,09:30-19:00,43.5690153325828,-79.6625322010599,No,No,No,No,No
Baden Village Pharmacy,Baden,https://bvpharmacy.medmeapp.ca/schedule,,N3A 0A7,"18 Snyders Road, Unit 6A",ON,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,43.404204,-80.669659,Yes,No,Yes,Yes,Yes
Bank Street Medical Pharmacy,Ottawa,https://bankstreetpharmacy.medmeapp.ca/schedule,,K1V 8A3,1935 Bank Street,ON,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,45.368004,-75.661519,Yes,No,No,No,No
Beverly Med Pharmacy,Richmond Hill,,905-597-2444,L4C 1H9,"9201 Yonge Street, Unit NW-6",ON,09:30-18:30,09:30-18:30,09:30-18:30,09:30-18:30,09:30-18:30,43.6690222,-79.391605,Yes,Yes,Yes,No,Yes
Cahoon's Pharmacy,Deep River,https://cahoonspharmacy.medmeapp.com/schedule,,K0J 1P0,95 Deep River Road,ON,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,46.099959,-77.48706,No,Yes,Yes,Yes,No
Elora Apothecary,Elora,https://pharmasaveelora.medmeapp.com/schedule,,N0B 1S0,"115 Geddes Street, Unit B",ON,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,43.683602,-80.430272,No,No,Yes,No,No
FreshCo Pharmacy,Cornwall,www.pharmacyappointments.ca,,K6H 0A3,525 Ninth Street East,ON,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,45.031904,-74.723473,Yes,No,Yes,Yes,Yes
FreshCo Pharmacy #7265,Thornhill,www.pharmacyappointments.ca,,L4J 7L2,800 Steeles Avenue West,ON,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,43.79303,-79.447708,No,No,Yes,Yes,No
Glebe Apothecary,Ottawa,www.shoppersdrugmart.ca/covid19,,K1S 3V6,778 Bank Street,ON,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,45.403282,-75.688676,No,No,No,No,Yes
Health Centre Pharmacy,Port Hope,https://www.pharmachoice.com/locations/health-centre-pharmacy/,,L1A 0C6,"15 Henderson Street, Unit 5",ON,09:00-20:00,09:00-18:00,09:00-17:30,09:00-20:00,09:00-17:30,43.9614865,-78.320105,No,Yes,No,Yes,No
Holland Street Pharmacy,Bradford,http://hollandstreetmedical.com/,,L3Z 0A2,"484 Holland Street West, Unit B3",ON,08:00-18:00,08:00-18:00,08:00-18:00,08:00-18:00,09:00-14:00,43.8787173,-79.7576516,Yes,No,Yes,Yes,No
Lakeview Pharmacy,Woodstock,bookmyshot.com/covidshot/519-539-7777,,N4T 0L6,"805 Vansittart Avenue, Unit 2",ON,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,43.1513639,-80.7719082,No,Yes,No,Yes,No
North Hastings Family Pharmacy,Bancroft,www.nhfp.ca,,K0L 1C0,217 Hastings Street North,ON,08:30-17:30,08:30-17:30,08:30-17:30,08:30-17:30,08:30-17:30,45.06866,-77.861972,Yes,No,No,No,Yes
Pellow Pharmasave,Walkerton,https://pellowpharmasave.medmeapp.ca/schedule,,N0G 2V0,232 Durham Street East,ON,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,43.8328122,-81.3875438,Yes,No,Yes,No,Yes
People's Choice Drug Mart,Pickering,https://peopleschoicedrugmart.medmeapp.ca/schedule/2882,905-686-4400,L1V 6K5,"1755 Pickering Parkway, Unit A2",ON,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,43.8413212,-79.0700725,Yes,No,Yes,No,Yes
Rexall Dell Pharmacy,Hamilton,https://www.rexall.ca/covid-19/vaccines,,L9C 2Z9,730 Upper James Street,ON,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,43.230863,-79.881399,Yes,Yes,Yes,Yes,Yes
Safeway Pharmacy,Thunder Bay,www.pharmacyappointments.ca,807-768-0508,P7B 5J4,1015 Dawson Road,ON,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,48.450628,-89.254783,No,Yes,No,No,Yes
Sandycove Drug Store,Innisfil,https://sandycove.medmeapp.ca/schedule,,L9S 4V2,"902 Lockhart Road, Unit 3",ON,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,44.352964,-79.553328,No,Yes,No,No,Yes
Stirling Pharmacy,Stirling,stirlingpharmacy.medmeapp.ca/schedule,,K0K 3E0,"9 Tuftsville Road, Unit D",ON,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,44.29572,-77.55621,No,Yes,Yes,Yes,No
Stouffville Pharmasave,Stouffville,https://ps647.medmeapp.ca/schedule/,905-642-9595,L4A 2S8,"5892 Main Street, Unit 208",ON,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,43.969589,-79.2593797,No,No,No,Yes,Yes
Westminster Square Remedy's Rx,Guelph,https://www.remedys.ca/en/ontario/guelph/westminster-square-remedysrx-7011963,,N1L 0B7,"33 Farley Drive, Unit 4",ON,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-17:00,43.502844,-80.187454,No,Yes,Yes,No,Yes
Westport Village Pharmacy,Westport,https://westportvillagepharmacy.myappts.ca,613-273-2922,K0G 1X0,3 Church Street,ON,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,44.6795542,-76.3964839,Yes,No,Yes,No,Yes
Whitney Pharmacy,Whitney,,613-637-2777,K0J 2M0,29542 Hwy 60,ON,09:00-18:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,45.492929,-78.237606,Yes,Yes,No,No,Yes
Falls Pharmacy,Niagara Falls,https://pharmaconnect.ca/appointment/2598bf15-5615-4e07-bf91-b822cf318ce1,905-354-3883,L2G 4N4,6635 Drummond Road,ON,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,43.0790388,-79.0976733,No,No,No,Yes,Yes
Marchese Pharmacy,Hamilton,www.mhcvax.ca,,L8L 1H2,316 James Street North,ON,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,43.264311,-79.8655258,Yes,Yes,No,Yes,No
Sutherland's Pharmacy Limited,Hamilton,https://sutherlandpharmacy.medmeapp.ca/schedule/,,L8P 4V1,180 James Street South,ON,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,43.251303,-79.871747,No,Yes,Yes,No,Yes
Robinson's IDA Pharmacy,Mississauga,robinsonsidapharmacy.ca,,L5M 1L2,181 Queen Street South,ON,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,43.58198,-79.713894,No,Yes,No,No,Yes
Perth Downtown Pharmasave,Perth,https://pharmasave.com/perth/,,K7H 1R9,57 Foster Street,ON,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,44.900976,-76.251817,Yes,No,No,No,No
Carleton Place IDA Drug Mart,Carleton Place,www.idapharmacy.com,,K7C 3S9,47 Lansdowne Avenue,ON,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,45.135554,-76.1398315,Yes,No,Yes,No,No
Stittsville Drug Mart,Stittsville,www.idapharmacy.com,,K2S 1S9,"1250 Main Street, Unit 4",ON,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,45.2683823,-75.9319901,No,Yes,No,No,No
Mckechnie Pharmacy,Kincardine,,519-396-2133,N2Z 3C1,1201 Queen Street,ON,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,44.186234,-81.628332,Yes,Yes,No,Yes,Yes
Hillcroft Pharmacy,Markham,www.hillcroftpharmacy.ca,905-479-6161,L3S 1R7,"5 Hillcroft Drive, Unit 7",ON,10:00-19:00,10:00-19:00,10:00-19:00,10:00-19:00,10:00-19:00,43.8305126,-79.2799514,Yes,No,No,Yes,No
Paramount Pharmasave,Stoney Creek,www.paramountpharmasave.com,905-578-1111,L8J 0B4,"1795 Stone Church Road East, Unit 5001",ON,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,43.1929162,-79.8105025,Yes,No,No,Yes,No
Hespeler Pharmacy,Cambridge,www.hespelerpharmacy.com,519-658-4420,N3C 4B3,"100 Jamieson Parkway, Unit 13",ON,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-18:00,43.41716,-80.308481,Yes,Yes,Yes,Yes,Yes
Hills Clinic Pharmacy,Aylmer,https://www.hillspharmacy.ca/,519-765-2880,N5H 1K9,420 Talbot Street West,ON,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,42.773107,-80.994502,No,No,No,Yes,Yes
Professional Medical Pharmacy,Mississauga,,905-625-6878,L4X 2Z9,"1420 Burnhamthorpe Road East, Unit 101",ON,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,43.622949,-79.601339,No,No,No,Yes,No
Rutherford Guardian Drugs,Woodbridge,https://rutherfordguardian.medmeapp.ca/schedule,,L4H 2T2,"5283 Rutherford Road, Unit 2",ON,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,43.814855,-79.606891,Yes,No,Yes,Yes,No
Royal City Pharmacy,Guelph,https://royalcitypharmacy.com,519-763-8975,N1H 4H6,84 Gordon Street,ON,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,43.5411081,-80.2440072,Yes,Yes,Yes,No,Yes
Cedarview Guardian Pharmacy,Nepean,myownpharmacy.ca,613-823-1700,K2J 0V2,"4100 Strandherd Drive, Unit 112",ON,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,45.260437,-75.768319,No,Yes,Yes,No,Yes
Father Tobin Pharmacy,Brampton,WWW.MYLOCALRX.CA,905-793-3510,L6R 0W9,105 Father Tobin Road,ON,09:30-20:00,09:30-20:00,09:30-20:00,09:30-20:00,09:30-20:00,43.7711364,-79.7548145,Yes,No,Yes,No,Yes
Rexall Guardian Markhamack Pharmacy,Markham,https://markhamackpharmacy.medmeapp.ca/schedule,,L6E 0B7,"9889 Highway 48, Unit 7",ON,10:00-19:00,10:00-19:00,10:00-19:00,10:00-19:00,10:00-19:00,43.9067649,-79.2666659,No,No,Yes,No,Yes
Brameast Pharmacy,Brampton,https://brameastpharmacy.medmeapp.ca/schedule,,L6S 0C9,"2130 North Park Drive, Unit 43-44",ON,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,43.7496824,-79.7265718,No,Yes,Yes,Yes,Yes
Dundas Pharmasave #955,Dundas,https://dundaspharmasave.medmeapp.ca/schedule,,L9H 1V1,"105 King Street West, Unit B",ON,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,43.266755,-79.9582,No,Yes,Yes,Yes,No
Pharmasave Elgin Mall,St. Thomas,https://elginmallpharmasave.medmeapp.ca/schedule,,N5R 5J5,"417 Wellington Street, Unit 109",ON,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,42.7758995,-81.1605368,No,No,Yes,No,Yes
Durham Drug Store,Pickering,www.durhamdrugstore.ca,905-831-7977,L1V 0C5,780 Kingston Road,ON,09:30-18:00,09:30-18:00,09:30-18:00,09:30-18:00,09:30-18:00,43.8220983,-79.1126642,Yes,No,No,No,Yes
Greenbank Hunt Club Pharmacy,Ottawa,www.idapharmacy.com,,K2H 8X4,250 Greenbank Road,ON,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,45.325051,-75.780515,No,No,No,Yes,No
Bank Street Pharmacy,Ottawa,http://www.pharmachoice.com/on/bank-street,,K1V 8R9,2531 Bank Street,ON,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,45.3543355,-75.6436265,No,No,No,Yes,Yes
Bishop Pharmacy Pharmachoice,Cambridge,https://www.bishoppharmacy.com/,,N3H 3R6,"1515 King Street East, Unit 111",ON,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,43.390218,-80.345792,No,Yes,No,Yes,Yes
Bayview IDA Pharmacy,Thornhill,https://www.guardian-ida-pharmacies.ca/en/ontario/thornhill/bayview-ida-pharmacy-7014624,,L3T 5Z2,7355 Bayview Avenue,ON,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,43.821575,-79.401815,Yes,No,Yes,Yes,Yes
Palermo Pharmacy,Oakville,http://www.palermopharmacy.ca/,,L6M 4J2,2525 Old Bronte Road,ON,09:00-18:00,09:00-17:00,09:00-17:00,09:00-18:00,09:00-17:00,43.435548,-79.776242,No,Yes,No,Yes,Yes
Georgetown Pharmacy,Georgetown,WWW.georgetownpharmacy.ca,905-877-8888,L7G 2C5,"118 Mill Street, Unit 101",ON,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,43.6492444,-79.9265324,No,No,Yes,Yes,No
Tillsonburg Care Pharmacy,Tillsonburg,https://www.guardian-ida-pharmacies.ca/en/ontario/tillsonburg/tillsonburg-care-pharmacy-7004017,,N4G 3S8,"594 Broadway Street, Unit 1",ON,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,42.878194,-80.7450938,No,Yes,No,Yes,Yes
Gateway Medical Plex Pharmacy,Brampton,https://www.guardian-ida-pharmacies.ca/en/ontario/brampton/gateway-medical-plex-pharmacy-7012980,,L6T 0H8,25 Gateway Boulevard,ON,11:00-19:00,11:00-19:00,11:00-19:00,11:00-15:00,closed,43.7379994,-79.7014439,No,Yes,No,Yes,No
Delaware Pharmacy,Delaware,www.delawarepharmacy.ca,519-652-5558,N0L 1E0,11569 Longwoods Road,ON,09:30-18:00,09:30-18:00,09:30-18:00,09:30-18:00,09:30-18:00,42.907499,-81.420588,Yes,Yes,Yes,Yes,Yes
Pharmacie Medici Pharmacy,Navan,www.bookmyshot.com/6134294100,,K4B 1J5,"1200 Colonial Road, Unit 100",ON,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,45.421241,-75.426681,No,No,Yes,No,No
Weston Downs Pharmacy,Woodbridge,guardian-ida-pharmacies.ca,905-605-7080,L4L 1A6,"9000 Weston Road, Unit 9",ON,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,10:00-16:00,43.8212692,-79.5560099,Yes,Yes,Yes,Yes,No
DrugSmart Pharmacy,St. Catharines,,905-688-8800,L2T 4E6,605 Glenridge Ave. Unit 9,ON,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,43.1181088,-79.2426735,No,Yes,No,No,No
Surecare Pharmacy,Mississauga,Surecarepharmacy.com,905-607-0786,L5K 2M6,"2575 Dundas Street West, Unit 15",ON,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,43.5257956,-79.6803953,No,Yes,Yes,Yes,No
Country Hills Pharmacy,Kitchener,https://pharmaconnect.ca/appointment/58a91a7f-b3b6-4d5d-84c8-8e937c261588,,N2E 2G7,"153 Country Hill Drive, Unit 5",ON,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,43.413583,-80.472385,No,Yes,Yes,Yes,Yes
Dundas Neyagawa Pharmacy,Oakville,https://pharmasave.com/oakville-dundas,,L6M 1L9,479 Dundas Street West,ON,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-18:00,43.4669361,-79.7443533,Yes,Yes,Yes,No,No
Parkedale Pharmacy,Brockville,parkedalepharmacy.medmeapp.ca/schedule,,K6V 6B2,2235 Parkedale Avenue,ON,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,44.6079812,-75.6938571,Yes,Yes,No,Yes,Yes
Medbrands IDA Pharmacy,Woodbridge,www.medbrands.ca,,L4L 9K9,"53 Woodbridge Avenue, Unit 1",ON,09:00-19:30,09:00-19:30,09:00-19:30,09:00-19:30,09:00-19:30,43.78553,-79.590105,No,No,Yes,Yes,Yes
Swan Lake Pharmacy,Markham,https://swanlakepharmacy.medmeapp.ca/schedule,,L6E 0K7,5 Swan Lake Boulevard,ON,09:30-18:00,09:30-18:00,09:30-18:00,09:30-18:00,09:30-18:00,43.8957623,-79.2502474,No,Yes,Yes,No,Yes
Promed Pharmacy,Ottawa,https://promedpharmacy.myappts.ca/src,613-680-4343,K1V 7T4,2706 Alta Vista Drive,ON,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-18:00,45.3734365,-75.6643103,No,No,Yes,Yes,No
Whole Health Pharmacy Glebe,Ottawa,www.wholehealthglebe.com,613-231-7770,K1S 3W2,857A Bank Street,ON,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,45.401391,-75.687295,Yes,Yes,Yes,No,Yes
Southfields Pharmasave Pharmacy,Caledon,https://southfieldspharmasave.medmeapp.ca/schedule,,L7C 3T6,12531 Kennedy Road,ON,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,43.756549,-79.828265,Yes,No,No,No,Yes
Pharmacare Medical Group,Richmond Hill,https://www.bookmyshot.com/covidshot/2892344800,289-234-4800,L4E 3L6,"13311 Yonge Street, Unit 107",ON,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,43.9523278,-79.45532,No,No,No,Yes,Yes
New Care Pharmacy,Newmarket,https://newcarepharmacy.medmeapp.ca/schedule,,L3Y 3E4,17730 Leslie Street,ON,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,44.0718273,-79.4342916,No,Yes,Yes,Yes,Yes
Green Bay Pharmacy & Medical Centre,Mississauga,https://www.remedys.ca/en/my-health/covid-19-coronavirus,,L5L 2V8,"3015 Winston Churchill Boulevard, Unit 101A",ON,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,43.5241377,-79.6827964,Yes,No,No,Yes,Yes
Lionhead Pharmacy,Brampton,https://lionheadpharmacy.medmeapp.ca/schedule,905-456-7866,L6Y 1M1,"8405 Financial Drive, Unit 5&6",ON,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,43.6351041,-79.7871355,Yes,Yes,No,Yes,No
Rockway Pharmacy,Kitchener,,519-954-4300,N2H 1H5,"815 Weber Street East, Unit 5",ON,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,43.438223,-80.4597257,Yes,Yes,No,No,No
Kanata Compounding Pharmacy,Kanata,https://www.kanatacompharmacy.com,613-271-6339,K2L 2N2,"150 Katimavik Road, Unit 46 Level 1",ON,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,45.3124188,-75.8958402,No,No,Yes,No,Yes
Intrepid Pharmacy,Oshawa,www.intrepidpharmacy.com,905-240-4678,L1J 8R7,"379 Bond Street West, Unit 500",ON,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,43.8951746,-78.8779241,No,Yes,Yes,No,No
Millcroft Pharmacy,Burlington,millcroftpharmacy.covid@gmail.com,,L7L 0A2,"2500 Appleby Line, Unit D10",ON,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,43.4050358,-79.8069271,No,No,No,Yes,No
Stone Road Pharmacy,Virgil,www.stoneroadpharmacy.com,905-468-3000,L0S 1T0,1630 Niagara Stone Road,ON,08:00-18:00,08:00-18:00,08:00-18:00,08:00-18:00,08:00-18:00,43.2264827,-79.1165234,No,No,No,Yes,No
Trail Capital Pharmacy,Uxbridge,https://trailcapitalida.ca/,905-852-5555,L9P 1S9,"2 Douglas Road, Unit A35",ON,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,44.0916813,-79.1312297,Yes,Yes,No,No,No
Prohealth Pharmacy,Barrie,www.prohealthbarrie.com,705-792-1414,L4N 9C2,"480 Mapleton Avenue, Unit 5",ON,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,44.3500998,-79.7336358,No,No,No,No,No
Smiths Falls Family Pharmacy,Smiths Falls,https://www.pharmachoice.com/locations/smiths-falls-family-pharmacy/,613-283-7773,K7A 3Z3,"207 Brockville Street, Unit 2",ON,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,44.888392,-76.018961,No,No,Yes,Yes,No
Perth Mews Pharmacy,Perth,www.perthmewspharmacy.com,613-267-7070,K7H 3A7,"80 Dufferin Street, Unit 095",ON,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,44.9077235,-76.2657474,Yes,Yes,No,No,No
Hazeldean Pharmacy,Stittsville,https://www.pharmachoice.com/locations/hazeldean-pharmacy/,613-435-0789,K2S 1B9,6150 Hazeldean Road,ON,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,45.2706069,-75.9338991,No,No,No,No,Yes
Drayton Pharmacy,Drayton,https://pharmasave.com/drayton/covid-19-vaccine/,,N0G 1P0,10 Wellington Street North,ON,09:30-18:00,09:30-18:00,09:30-18:00,09:30-18:00,09:30-18:00,43.7552251,-80.67132,No,Yes,No,No,No
Mountainside Pharmacy,Burlington,https://mountainsidepharmacy.medmeapp.ca/schedule,,L7M 4W5,1900 Walkers Line,ON,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,43.3779852,-79.8058932,Yes,No,Yes,No,No
Newmarket Pharmacy,Newmarket,http://newmarketpharmacy.medmeapp.ca/schedule,,L3Y 2N1,"130 Davis Drive, Unit 24",ON,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,44.055103,-79.47452,Yes,Yes,Yes,No,Yes
Axis Health Care Plus Pharmacy,Hamilton,,905-547-8813,L8L 3E2,1079 Barton Street East,ON,09:30-17:00,09:30-17:00,09:30-17:00,09:30-17:00,09:30-17:00,43.2516672,-79.8165342,Yes,Yes,Yes,No,Yes
University Square Pharmacy,Guelph,,519-763-3301,N1G 4W3,"987 Gordon Street, Unit 8",ON,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,43.521269,-80.212673,Yes,Yes,No,No,No
Gordon Pharmasave,Kincardine,https://gordonpharmasave.medmeapp.ca/schedule,,N2Z 2Z4,767 Queen Street,ON,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,44.176639,-81.635588,No,Yes,No,Yes,Yes
Durham Pharmacy,Port Perry,https://durhampharmacy.medmeapp.com/schedule,905-985-8484,L9L 1L9,462 Paxton Street,ON,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-17:00,44.104169,-78.953856,Yes,Yes,Yes,Yes,Yes
Belgage Pharmacy,Kitchener,belgagepharmacy.com,519-576-2900,N2M 5E2,"525 Belmont Avenue West, Unit 211",ON,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,43.447752,-80.514934,No,No,No,Yes,Yes
Merrickville Drug Mart,Merrickville,https://www.pharmachoice.com,613-269-4737,K0G 1N0,112 Wellington Street East,ON,09:30-18:00,09:30-18:00,09:30-18:00,09:30-18:00,09:30-18:00,44.915361,-75.835648,Yes,No,Yes,Yes,Yes
King Medical Arts Pharmacy,Mississauga,https://appointments.pharmassess.ca/#/patient/patient-count?pharmacy_code=YK4VY3RI,905-270-2226,L5B 4A2,71 King Street West,ON,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-17:00,43.5783096,-79.6171013,No,No,No,Yes,No
Pharmasave Medicine Chest Pharmacy,Bowmanville,https://www.bookmyshot.com/covidshot/905-697-3784,,L1C 1P7,"221 King Street East, Unit 2",ON,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,43.9109284,-78.6773199,Yes,Yes,Yes,No,No
James Brown Pharmacy,Wingham,https://brownspharmasave.medmeapp.ca/,,N0G 2W0,198 Josephine Street,ON,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,43.885534,-81.3137748,Yes,No,Yes,No,No
Caravaggio IDA Drugs,Shelburne,https://caravaggioida.medmeapp.ca/schedule,,L9V 3K5,128 Main Street East,ON,09:00-18:00,09:00-19:00,09:00-18:00,09:00-19:00,09:00-18:00,44.078608,-80.203791,No,Yes,Yes,No,Yes
Mcintyre Pharmacy,Parkhill,,519-294-6314,N0M 2K0,238 Main Street,ON,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,43.163202,-81.683803,No,No,Yes,Yes,No
Coward Pharmacy,Tillsonburg,https://www.cowardpharmacy.ca/,519-842-4081,N4G 3P9,165 Broadway,ON,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,42.8612238,-80.728734,No,Yes,Yes,No,No
Shoppers Simply Pharmacy,Thunder Bay,https://covid-19.shoppersdrugmart.ca/en,,P7A 4V7,194 Court Street North,ON,08:30-18:00,08:30-18:00,08:30-18:00,08:30-18:00,08:30-18:00,48.4418554,-89.2165845,Yes,Yes,Yes,No,No
Pharma Well Drugmart,Seeley's Bay,,613-387-3939,K0H 2N0,"106 Drynan Way, Unit 4",ON,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,44.474082,-76.237707,No,No,Yes,No,Yes
Shas Pharmacy,Ottawa,www.shaspharmacy.com,613-737-4106,K1V 6P5,1428 Walkley Road,ON,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,45.373748,-75.653438,Yes,Yes,No,No,No
Family Health Pharmacy Pelham,Fonthill,pharmachoice.com,905-892-1888,L0S 1E6,"130 Hwy 20, Unit A6",ON,08:30-19:00,08:30-19:00,08:30-19:00,08:30-19:00,08:30-19:00,43.048452,-79.276541,No,No,No,No,Yes
Kortright Pharmacy,Guelph,https://kortrightpharmacy.medmeapp.ca/schedule,,N1G 3W8,570 Kortright Road West,ON,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,43.5084933,-80.2308167,Yes,Yes,Yes,No,No
Brussels Pharmacy,Brussels,brusselspharmacy.ca,226-889-4152,N0G 1H0,453 Turnberry Street,ON,09:30-17:00,09:30-17:00,09:30-17:00,09:30-17:00,09:30-17:00,43.7435687,-81.2500763,Yes,No,No,No,No
Erin Mills IDA Pharmacy,Mississauga,https://erinmillsida.medmeapp.ca/schedule/,905-820-3761,L5L 3P9,4099 Erin Mills Parkway,ON,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,43.5509635,-79.6875701,No,Yes,No,Yes,Yes
HealthMax Pharmacy,St. Catharines,https://healthmaxpharmacy.medmeapp.ca/schedule,,L2M 3Y6,"366 Bunting Road, Unit 1",ON,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,43.184777,-79.208601,Yes,Yes,No,Yes,Yes
